ApartmentName,Address,AgentName,AgentPhone,AgentEmail,Reviews,ZipCode,CrimeRate,AirQualityIndex,PopulationDensity,Store,Mall,DistanceGroceryStore,DistanceBusStop,DistanceMall,BathroomCount,BedroomCount,Size,Rent,Floor,RestaurantName,Type,Hospitals,HospType
Rockmead Apartment,7246 bishop ford 137th st,Waldemar Triggs,(337) 846-4372,w.triggs@abc.com,4.3,74066,25,6,125,Store423,Mall423,9.5,2.6,5.6,2,3,2659,403,2,Gianas Deli & Catering,FineDining,MCLAREN GREATER LANSING,Rehabilitation
Westerloch Residency,6934 solidarity,Boonie De gruttola,(859) 652-4488,b.de@abc.com,4.4,76117,14,5,164,Store394,Mall394,3,6.7,1.2,2,2,2678,1634,4,Glaze,FineDining,BEAUMONT HOSPITAL - TRENTON,Children's hospital
Wellpond Heights,4463 nassau,Trista Pyro,(225) 326-9978,t.pyro@abc.com,2.2,71852,23,6,183,Store548,Mall548,4.2,5.9,8,1,1,4170,990,2,Darcys Dogs & Shrimp Shack,Tavern,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,Geriatric
Wildehall Tower,981 yale,Taddeo Ducey,(910) 783-4154,t.ducey@abc.com,2.1,77968,23,7,144,Store288,Mall288,5,1.2,9.2,2,3,2676,813,3,Chuys,FineDining,ST JOSEPH MERCY HOSPITAL,Psychiatric
Oldcastle Apartment,9591 evans,Blinni Morlock,(540) 627-2863,b.morlock@abc.com,3.8,77822,5,2,182,Store131,Mall131,8.8,7.4,2.7,1,1,2009,571,3,Blue Bayou,Bar,ST JOHN HOSPITAL AND MEDICAL CENTER,Trauma centre
Osthollow Residency,5592 lsd grand av,Frederico Freling,(812) 770-9873,f.freling@abc.com,5,72813,15,11,144,Store758,Mall758,7.5,9.7,4.4,2,3,4469,2079,4,Recovery Sports Grill Amsterdam,Bar,MCLAREN MACOMB,Rehabilitation
Whitelea Heights,6396 south water ramp,Clayborn Fitzhugh,(316) 306-0957,c.fitzhugh@abc.com,1.6,77374,23,12,140,Store346,Mall346,7.3,2.8,5.5,2,2,2202,793,4,Coffee Beaner,Bar,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Children's hospital
Whitesummer Tower,3497 stevenson state st,Sunny Keepper,(918) 818-3540,s.keepper@abc.com,3.9,72752,27,6,100,Store789,Mall789,9.9,4.1,8.6,2,3,4380,1164,2,Restaurant Depot,Hotel,MCLAREN OAKLAND,Geriatric
Fieldmarsh Apartment,7720 jourdan,Rancell Dethridge,(586) 310-4769,r.dethridge@abc.com,3.8,72483,29,10,80,Store785,Mall785,6.1,5.1,8,2,3,4278,1262,2,Udderly Delicious,Hotel,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Psychiatric
Westerapple Residency,7675 haines,Renate Gibbon,(754) 222-8403,r.gibbon@abc.com,4.3,76085,12,3,97,Store76,Mall76,2.4,8.3,7.6,2,3,3298,443,2,Childrens House,Icecream,OAKLAWN HOSPITAL,Trauma centre
Valhedge Heights,4317 iron,Laraine Fitzmaurice,(920) 654-1628,l.fitzmaurice@abc.com,4.6,73947,27,12,181,Store522,Mall522,4.2,7.5,9.7,2,3,1999,1109,2,Ralphs Famous Italian Ices,Icecream,MIDMICHIGAN MEDICAL CENTER-MIDLAND,Rehabilitation
Buttercourt Tower,8589 page,Igor Kernan,(858) 810-5124,i.kernan@abc.com,2.3,77169,22,1,105,Store977,Mall977,4.9,7.2,6.8,2,3,2010,1003,3,Ralphs Ices,Icecream,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,Children's hospital
Bellpond Apartment,8317 peoria,Reggie Farrow,(678) 261-8644,r.farrow@abc.com,2.3,75847,23,6,117,Store512,Mall512,8.8,9.6,2.1,2,3,4453,1989,2,Allegany Mountain Resort,Resort,HENRY FORD WYANDOTTE HOSPITAL,Geriatric
Bridgefield Residency,8488 grady,Giorgio Schooley,(646) 775-0286,g.schooley@abc.com,1.1,72526,26,12,63,Store225,Mall225,6.1,6.5,4.2,2,2,3025,847,2,Prince Umberto Ii,FineDining,SPARROW CARSON HOSPITAL,Psychiatric
Greenbridge Heights,5589 pittsburgh,Amelita Sepulveda,(787) 451-4116,a.sepulveda@abc.com,5,74235,13,6,103,Store481,Mall481,1.3,2.2,5,2,2,2189,1251,2,Hayloft Pub,Pub,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,Trauma centre
Butterash Tower,9227 st johns,Camille Toomey,(908) 958-2561,c.toomey@abc.com,5,78116,10,8,154,Store811,Mall811,10,4.7,8.1,1,1,2960,424,3,Homer Fire Dept Community Bldg,Cafeteria,MCLAREN OAKLAND,Rehabilitation
Mallowland Apartment,9334 rundell,Nefen Clain,(559) 226-7096,n.clain@abc.com,4.3,77916,23,5,148,Store90,Mall90,10.8,4.3,6,2,3,2839,957,4,Villa Vitale,Resort,MCLAREN MACOMB,Children's hospital
Bushwyn Residency,2342 brayton,Weider Nill,(301) 506-9331,w.nill@abc.com,4.6,73643,10,11,130,Store671,Mall671,1.9,8.7,1.4,2,3,4462,572,2,Sandwich Works Cafe,Takeout,MIDMICHIGAN MEDICAL CENTER-MIDLAND,Geriatric
Wyvernmill Heights,4610 kennedy cumberland av,Sibyl Hodes,(614) 157-1275,s.hodes@abc.com,1.6,77781,30,8,73,Store916,Mall916,10,6.8,10.3,2,2,1855,1021,3,Iannellis,FineDining,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,Psychiatric
Fogholt Tower,9579 minnetonka,Keefe Lundell,(928) 941-1105,k.lundell@abc.com,3.4,71494,13,10,89,Store576,Mall576,3,1.6,10.6,2,2,1905,1597,3,Grand Royale Hotel,Hotel,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,Trauma centre
Blackbay Apartment,3371 giles,Keefe Lundell,(928) 941-1105,k.lundell@abc.com,3.9,74941,27,9,90,Store604,Mall604,1.6,10.4,1.7,1,1,1735,1361,4,Jcc Coffee Shop,Coffeehouse,HENRY FORD WYANDOTTE HOSPITAL,Rehabilitation
Ostborough Residency,7018 osage,Gino Anninger,(937) 351-0868,g.anninger@abc.com,5,73706,7,10,163,Store743,Mall743,7.4,10.3,9.1,1,1,2042,1597,4,The Greenstone At Mels Bakery & Cafe Fse,Bakery,OAKLAWN HOSPITAL,Children's hospital
Springelf Heights,2418 sunnyside,Carlin Haerdle,(479) 614-3176,c.haerdle@abc.com,3.9,73367,25,3,149,Store442,Mall442,3.5,1.6,3.3,1,1,3274,989,3,Balmoral Home,Hotel,ST JOSEPH MERCY HOSPITAL,Geriatric
Bridgemill Tower,2814 transit,Hadrian Gropper,(406) 736-2029,h.gropper@abc.com,2.9,73300,14,8,56,Store99,Mall99,10.8,9.1,1.9,2,2,1531,1728,4,Canton Express Restaurant,Hotel,MCLAREN LAPEER REGION,Psychiatric
Fallloch Apartment,2506 oneida,Amelita Sepulveda,(787) 451-4116,a.sepulveda@abc.com,1.6,75916,11,7,73,Store847,Mall847,4.9,3.1,7.4,2,3,1529,1496,3,Beggars Pizza,Pizzeria,HENRY FORD WYANDOTTE HOSPITAL,Trauma centre
Wellcoast Residency,2071 harding,Emelyne Nedzweski,(502) 454-8218,e.nedzweski@abc.com,3.5,74793,20,8,76,Store365,Mall365,6.4,1.4,3.4,2,2,1837,1439,2,Pandali Restaurant,Cafe,ST JOHN HOSPITAL AND MEDICAL CENTER,Rehabilitation
Hedgehaven Heights,6301 talcott,Gregoor Nakae,(202) 964-2554,g.nakae@abc.com,5,75237,22,1,86,Store264,Mall264,9.8,7.4,10.8,2,3,2320,618,3,Ponys Pub,Pub,MCLAREN LAPEER REGION,Children's hospital
Bridgemarsh Tower,3139 parkview,Kippy Mortilla,(831) 452-6707,k.mortilla@abc.com,2.1,75930,8,5,145,Store812,Mall812,5,3.4,4.3,2,3,3951,606,2,Joshuas Cafe,Cafe,ST JOSEPH MERCY HOSPITAL,Geriatric
Violetland Apartment,1474 bishop ford i57,Sascha Mas-colell,(308) 113-8467,s.mas-colell@abc.com,4.9,72902,6,1,135,Store898,Mall898,7.3,10.9,6.5,2,2,3575,1168,4,Mangiamo Pizza,Pizzeria,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Psychiatric
Janley Residency,1958 pacific,Berke Samuelson,(606) 133-6930,b.samuelson@abc.com,5,76282,16,8,102,Store811,Mall811,5.4,4.4,9.3,2,3,4123,2057,4,Candlelight Tavern,Cafe,GARDEN CITY HOSPITAL,Trauma centre
Merrimere Heights,9535 chicago skyway stony island av,Meaghan Scott,(612) 696-2647,m.scott@abc.com,4.5,72733,25,7,137,Store484,Mall484,8.6,7,4.9,2,2,2700,958,3,A & R Bakery,Bakery,CRITTENTON HOSPITAL MEDICAL CENTER,Rehabilitation
Newpond Tower,2807 mcvicker,Anton Luther,(262) 799-3648,a.luther@abc.com,4.4,72689,22,12,153,Store527,Mall527,9.2,9,7.7,1,1,2460,878,4,Hotel Roosevelt,FineDining,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Children's hospital
Brightwick Apartment,1618 armitage,Brocky Biafra,(212) 400-4533,b.biafra@abc.com,4.2,74297,12,4,94,Store803,Mall803,7.2,4.1,5.1,2,2,2124,1887,2,Grammies Place,Takeout,GARDEN CITY HOSPITAL,Geriatric
Redshore Residency,7570 lsd sb stevenson ob,Lethia Dziewonski,(260) 504-6636,l.dziewonski@abc.com,3,73312,7,10,109,Store261,Mall261,10.6,7.1,8.5,2,3,1638,1839,4,Kikkos Koffee House,Coffehouse,MCLAREN LAPEER REGION,Psychiatric
Deepfield Heights,83 eisenhower homan av,Hewitt Papa,(478) 448-4792,h.papa@abc.com,4.9,73993,8,9,152,Store334,Mall334,5,5.8,9.2,2,3,2093,1892,4,Staybridge Suites Dia,Hotel,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,Trauma centre
Riverbourne Tower,9181 eisenhower canal,Alf Cacavio,(630) 158-8290,a.cacavio@abc.com,1,75190,9,3,97,Store558,Mall558,7.9,8.5,7.6,2,2,1540,697,2,Groovy Granola,Hotel,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,Rehabilitation
Blackborough Apartment,5805 onarga,Garvey Einhorn,(919) 643-9530,g.einhorn@abc.com,1.3,73416,18,2,64,Store123,Mall123,3.9,9.7,10.6,2,3,3301,2183,2,Watkins Glen State Park Lower Gorge Snack,Cafe,BEAUMONT HOSPITAL - FARMINGTON HILLS,Children's hospital
Wellpine Residency,9078 calumet river,Dominga Perechodiuk,(501) 304-3231,d.perechodiuk@abc.com,3,77597,11,6,157,Store687,Mall687,10.1,7.8,5.3,2,3,3696,738,2,Cool Beans Playhouse ,Cafe,MCLAREN LAPEER REGION,Geriatric
Goldmerrow Heights,5211 talman,Wilma Baboolal,(340) 995-5212,w.baboolal@abc.com,4.4,75834,13,5,61,Store169,Mall169,7.6,10.3,7.2,2,3,2003,2067,2,Tulip Caterer,FineDining,MCLAREN OAKLAND,Psychiatric
Deepmeadow Tower,1212 irving park,Nobie Roof,(347) 507-5262,n.roof@abc.com,5,72632,22,2,121,Store129,Mall129,4.2,5.4,3.9,2,3,2241,1022,3,Dear Sub,Takeout,BEAUMONT HOSPITAL - TRENTON,Trauma centre
Oldwilde Apartment,8375 cyril,Alyda Tsiatis,(605) 685-7111,a.tsiatis@abc.com,2,71730,24,2,146,Store495,Mall495,8.7,7.6,10.5,1,1,4485,2186,4,Fuffi 2000,FineDining,OAKLAWN HOSPITAL,Rehabilitation
Woodwall Residency,3171 riverside,Rodolphe Schellenberg,(260) 210-1554,r.schellenberg@abc.com,3.5,72483,29,10,80,Store704,Mall704,9.2,3.5,7.2,2,3,2348,438,3,Smother Brothers,FineDining,MCLAREN PORT HURON,Children's hospital
Aelland Heights,4320 kennedy kostner av,Derrick Cazden,(938) 996-0988,d.cazden@abc.com,5,71653,30,2,161,Store616,Mall616,8.6,10.3,4.7,2,2,2910,1351,3,Franklin Square Senior Center,FineDining,MCLAREN GREATER LANSING,Geriatric
Northwell Tower,8372 church,Othella Quintana,(912) 569-1685,o.quintana@abc.com,3.9,77781,30,8,73,Store153,Mall153,4.6,7.7,8.3,1,1,4485,1489,3,Christian Faith Fellowship,Coffehouse,ST JOHN HOSPITAL AND MEDICAL CENTER,Psychiatric
Pryshore Apartment,9419 lowerlevelt1,Inness Vasquez,(425) 679-3649,i.vasquez@abc.com,4,76798,14,7,69,Store59,Mall59,10.4,4.3,9.8,2,2,3315,937,3,Basil Docs Crestmoor,Coffehouse,MCLAREN OAKLAND,Trauma centre
Fallhollow Residency,7161 lessing,Tybie Dickerson,(339) 343-6712,t.dickerson@abc.com,3.8,77458,10,11,138,Store669,Mall669,1.5,8.5,8.5,2,3,2773,1809,3,Gianas Deli & Catering,FineDining,MCLAREN LAPEER REGION,Rehabilitation
Dractown Heights,2838 orchard,Skylar Esquirol,(410) 380-4352,s.esquirol@abc.com,3,78088,5,12,186,Store71,Mall71,9,9.9,4,2,2,3887,1628,3,Glaze,FineDining,SPARROW CARSON HOSPITAL,Children's hospital
Aelmere Tower,3130 north water,Adelaide Markey,(718) 703-6729,a.markey@abc.com,2.3,72162,17,5,174,Store975,Mall975,7,8.6,10.8,1,1,2319,1539,4,Darcys Dogs & Shrimp Shack,Tavern,OAKLAWN HOSPITAL,Geriatric
Westston Apartment,2635 irving park,Morna Ducey,(619) 519-2028,m.ducey@abc.com,5,74330,16,10,106,Store837,Mall837,6.6,4.3,1.9,1,1,3127,1922,3,Chuys,FineDining,MCLAREN LAPEER REGION,Psychiatric
Bytown Residency,3020 rochdale,Hailey Fenster,(910) 751-7743,h.fenster@abc.com,4.7,72871,25,4,143,Store806,Mall806,6.1,10.1,9,1,1,4004,838,4,Blue Bayou,Bar,MIDMICHIGAN MEDICAL CENTER-CLARE,Trauma centre
Goldmarsh Heights,4653 academy,Dietrich Guenther,(862) 820-8040,d.guenther@abc.com,2.7,75554,16,1,136,Store432,Mall432,7.9,1.5,6.9,2,3,1532,1896,2,Recovery Sports Grill Amsterdam,Bar,MCLAREN MACOMB,Rehabilitation
Beachmont Tower,6599 benson,Marla Gilles,(817) 628-4953,m.gilles@abc.com,3.8,76237,16,1,150,Store22,Mall22,2.8,9.4,6.4,2,3,3193,663,4,Coffee Beaner,Bar,ST JOSEPH MERCY HOSPITAL,Children's hospital
Greenfair Apartment,9535 strong,Kean Flammia,(339) 272-2202,k.flammia@abc.com,2.1,74554,17,9,175,Store657,Mall657,3.9,6.8,6.7,2,3,1927,2091,3,Restaurant Depot,Hotel,MCLAREN MACOMB,Geriatric
Landhall Residency,1439 mont clare,Merilyn Leshabari,(901) 991-6159,m.leshabari@abc.com,2.2,77641,18,4,134,Store646,Mall646,7.2,6.8,7.3,2,2,4036,1370,3,Udderly Delicious,Hotel,HENRY FORD WYANDOTTE HOSPITAL,Psychiatric
Northburn Heights,3963 museum campus,Becki Tibshirani,(323) 577-3519,b.tibshirani@abc.com,2.5,77719,27,6,63,Store93,Mall93,3.7,6,2.7,2,2,2023,629,2,Childrens House,Icecream,MCLAREN PORT HURON,Trauma centre
Aldspring Tower,3121 redfield,Derk Biscay,(540) 332-6730,d.biscay@abc.com,4.1,73111,15,8,130,Store854,Mall854,3.5,7.7,3.2,2,3,2029,525,4,Ralphs Famous Italian Ices,Icecream,SPARROW CARSON HOSPITAL,Rehabilitation
Stonemoor Apartment,8007 lsd 31st st,Willdon Kanki,(308) 383-3915,w.kanki@abc.com,5,77932,16,5,168,Store666,Mall666,1.5,2.7,7.1,2,3,2688,1676,3,Ralphs Ices,Icecream,SPARROW CARSON HOSPITAL,Children's hospital
Vertloch Residency,9089 nora,Alanna Mackey-kydd,(636) 275-4409,a.mackey-kydd@abc.com,4.9,78189,30,9,153,Store529,Mall529,5,3.5,3.3,2,2,1938,1053,4,Allegany Mountain Resort,Resort,METRO HEALTH HOSPITAL,Geriatric
Stonepine Heights,3439 new england,Elayne Mcpeek,(406) 780-4894,e.mcpeek@abc.com,1,76989,15,12,167,Store961,Mall961,5.9,7.9,3.6,2,3,1544,1786,4,Prince Umberto Ii,FineDining,BEAUMONT HOSPITAL - FARMINGTON HILLS,Psychiatric
Lochmist Tower,939 serbian,Ezekiel Michelman,(507) 973-5911,e.michelman@abc.com,1.1,72144,12,3,135,Store918,Mall918,2.9,3.9,1.6,2,3,4005,1855,2,Hayloft Pub,Pub,MCLAREN GREATER LANSING,Trauma centre
Coldwolf Apartment,3404 myrtle,Leoline Mclaren,(503) 548-6252,l.mclaren@abc.com,4.5,72279,11,5,150,Store425,Mall425,6.1,3.6,5.3,2,2,1917,736,4,Homer Fire Dept Community Bldg,Cafeteria,MCLAREN GREATER LANSING,Rehabilitation
Oldlyn Residency,1555 dan ryan cermak,Kym Castro,(567) 907-7089,k.castro@abc.com,3.2,71869,22,6,186,Store572,Mall572,4.4,1.1,5.1,1,1,3150,1747,2,Villa Vitale,Resort,MCLAREN LAPEER REGION,Children's hospital
Goldlight Heights,24 rosedale,Thorndike Hsieh,(609) 822-4543,t.hsieh@abc.com,5,76188,20,8,156,Store16,Mall16,2.7,5.7,2.1,2,3,1521,1248,2,Sandwich Works Cafe,Takeout,HENRY FORD WYANDOTTE HOSPITAL,Geriatric
Snowmount Tower,6449 gilbert,Giulia Herrin,(281) 179-8175,g.herrin@abc.com,1.1,71667,18,10,99,Store878,Mall878,9.4,5.9,6.5,2,3,2297,1828,3,Iannellis,FineDining,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Psychiatric
Linley Apartment,968 van schaik,Kippy Mortilla,(831) 452-6707,k.mortilla@abc.com,2.9,71869,22,6,186,Store780,Mall780,9,2.6,4.1,2,3,3551,862,4,Grand Royale Hotel,Hotel,ST JOSEPH MERCY HOSPITAL,Trauma centre
Merriville Residency,7903 magnet,Aube Goldstein,(803) 722-4244,a.goldstein@abc.com,4.9,74511,12,12,189,Store788,Mall788,9,6.5,2.4,2,3,2869,1668,3,Jcc Coffee Shop,Coffeehouse,MCLAREN MACOMB,Rehabilitation
Aldoak Heights,2210 morse,Korney Esquirol,(209) 739-5285,k.esquirol@abc.com,4.2,74159,25,12,175,Store900,Mall900,3.6,4.4,9.1,1,1,1530,1535,3,The Greenstone At Mels Bakery & Cafe Fse,Bakery,MCLAREN MACOMB,Children's hospital
Vertdell Tower,141 lake lower,Gilburt Hutchinson,(606) 422-1668,g.hutchinson@abc.com,3.6,74069,29,3,167,Store316,Mall316,11,2.9,9.8,2,3,1905,701,2,Balmoral Home,Hotel,FOREST HEALTH MEDICAL CENTER,Geriatric
Wyvernmont Apartment,1513 103rd,Hailey Fenster,(910) 751-7743,h.fenster@abc.com,3.1,76095,26,1,118,Store530,Mall530,10.2,9.6,9.8,2,3,4075,1687,2,Canton Express Restaurant,Hotel,MIDMICHIGAN MEDICAL CENTER-MIDLAND,Psychiatric
Estertown Residency,4071 fair,Gnni Caspar,(401) 417-2958,g.caspar@abc.com,2.2,76604,20,5,143,Store20,Mall20,3,9.6,3.9,2,3,2729,1943,3,Beggars Pizza,Pizzeria,MCLAREN LAPEER REGION,Trauma centre
Dracburn Heights,6703 ada,Jean Rizzi,(636) 344-1163,j.rizzi@abc.com,1.7,72335,26,8,71,Store427,Mall427,10.1,9.2,10.8,2,3,4357,1509,2,Pandali Restaurant,Cafe,MCLAREN PORT HURON,Rehabilitation
Norfort Tower,5439 menard,Joannes Darosa,(856) 757-5095,j.darosa@abc.com,1.6,73912,22,3,99,Store685,Mall685,5.1,3.9,10.7,2,2,4207,1870,2,Ponys Pub,Pub,BEAUMONT HOSPITAL - FARMINGTON HILLS,Children's hospital
Brightland Apartment,2675 london,Roselin Darabi,(419) 942-0471,r.darabi@abc.com,4.9,76950,28,1,118,Store900,Mall900,4.2,10.9,3.7,2,2,1555,1422,4,Joshuas Cafe,Cafe,MCLAREN OAKLAND,Geriatric
Redgold Residency,3808 bonfield,Lay Loren,(609) 277-7607,l.loren@abc.com,5,77037,21,1,74,Store410,Mall410,1.4,10.5,10.8,2,3,2262,806,4,Mangiamo Pizza,Pizzeria,MCLAREN MACOMB,Psychiatric
Morville Heights,5192 13th,Janetta Ogletree,(586) 116-4827,j.ogletree@abc.com,2.5,76207,18,11,129,Store156,Mall156,4.2,3.8,5.5,2,3,2933,1653,2,Candlelight Tavern,Cafe,ST JOSEPH MERCY HOSPITAL,Trauma centre
Stonebutter Tower,7125 stave,Alfreda Spooner,(209) 916-4336,a.spooner@abc.com,3.3,73687,26,10,133,Store28,Mall28,2.7,10.4,4,2,2,4427,1889,3,A & R Bakery,Bakery,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Rehabilitation
Rockmill Apartment,140 elliott,Jakie Shinagel,(509) 202-9785,j.shinagel@abc.com,5,74786,23,10,172,Store473,Mall473,9.7,5.1,1.5,1,1,1691,1097,2,Hotel Roosevelt,FineDining,MIDMICHIGAN MEDICAL CENTER-CLARE,Children's hospital
Goldmount Residency,2192 drexel square,Rosalinda Bercovitch,(762) 991-5830,r.bercovitch@abc.com,1.3,76689,17,4,173,Store727,Mall727,3.8,4.8,4.8,1,1,2665,976,4,Grammies Place,Takeout,MIDMICHIGAN MEDICAL CENTER-CLARE,Geriatric
Ironmeadow Heights,1355 upperlevelt3,Sawyere Mchale,(314) 382-3622,s.mchale@abc.com,3.9,76392,5,3,63,Store136,Mall136,8.7,1.5,2.2,1,1,1863,1608,3,Kikkos Koffee House,Coffehouse,SPARROW CARSON HOSPITAL,Psychiatric
Summerfield Tower,1172 st michaels,Norrie Stubson,(424) 555-6850,n.stubson@abc.com,5,77887,10,5,150,Store467,Mall467,5.2,4.4,9.1,1,1,3404,2103,3,Staybridge Suites Dia,Hotel,MCLAREN LAPEER REGION,Trauma centre
Hollowland Apartment,6482 kentucky,Denny Heskett,(931) 245-1210,d.heskett@abc.com,5,73045,15,11,137,Store618,Mall618,8.1,2.5,3.8,1,1,3571,553,4,Groovy Granola,Hotel,MCLAREN MACOMB,Rehabilitation
Westerfair Residency,5160 china,Sherrie Frost,(339) 906-7501,s.frost@abc.com,2.7,71281,6,6,137,Store328,Mall328,5.8,9.7,8.8,2,2,3595,2092,2,Watkins Glen State Park Lower Gorge Snack,Cafe,ST JOHN HOSPITAL AND MEDICAL CENTER,Children's hospital
Bridgebarrow Heights,8297 41st,Rodge Schnapp,(937) 135-1659,r.schnapp@abc.com,3.9,76627,22,10,157,Store319,Mall319,10,3.4,5.6,1,1,3578,601,4,Cool Beans Playhouse ,Cafe,CRITTENTON HOSPITAL MEDICAL CENTER,Geriatric
Starryland Tower,4884 kenmore,Mallorie Urban,(779) 728-4219,m.urban@abc.com,5,74869,22,12,166,Store649,Mall649,10.2,8.7,8.3,1,1,1624,1701,4,Tulip Caterer,FineDining,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Psychiatric
Highvale Apartment,5987 95th,Dina Mc clure,(803) 947-4385,d.mc@abc.com,2.9,75606,13,6,161,Store32,Mall32,7.1,5.2,5.9,1,1,3098,1966,2,Dear Sub,Takeout,ST JOSEPH MERCY HOSPITAL,Trauma centre
Linton Residency,5901 stevenson damen av,Feliza Clare,(606) 243-0057,f.clare@abc.com,4.7,75497,17,3,87,Store691,Mall691,10.4,8.9,9.3,1,1,3119,910,2,Fuffi 2000,FineDining,EDWARD W SPARROW HOSPITAL,Rehabilitation
Magemill Heights,8204 st michaels,Noach Schoell,(651) 771-3457,n.schoell@abc.com,3.9,72930,30,6,157,Store696,Mall696,10.7,6,10.9,1,1,2489,888,2,Smother Brothers,FineDining,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Children's hospital
Watermarsh Tower,8656 massasoit,Garvey Einhorn,(919) 643-9530,g.einhorn@abc.com,5,73836,5,10,137,Store330,Mall330,5.9,9.4,7.7,2,3,2852,1615,4,Franklin Square Senior Center,FineDining,HENRY FORD WYANDOTTE HOSPITAL,Geriatric
Aelford Apartment,4664 126th,Dieter Valiant,(812) 626-1040,d.valiant@abc.com,2.2,73308,8,7,78,Store353,Mall353,8.9,11,10.2,1,1,3025,1091,2,Christian Faith Fellowship,Coffehouse,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,Psychiatric
Spellhaven Residency,6373 ewing,Glenn Waldor,(713) 212-7942,g.waldor@abc.com,2.5,73319,7,10,78,Store765,Mall765,1.1,7.3,10.5,2,3,1859,1021,3,Basil Docs Crestmoor,Coffehouse,MIDMICHIGAN MEDICAL CENTER-CLARE,Trauma centre
Aldkeep Heights,2841 constance,Queenie Lutz,(217) 537-7888,q.lutz@abc.com,5,72861,10,7,84,Store220,Mall220,1.5,10.8,5.3,2,3,4461,950,2,Gianas Deli & Catering,FineDining,MCLAREN LAPEER REGION,Rehabilitation
Icevale Tower,7952 loop,Melloney Mazus,(916) 981-1257,m.mazus@abc.com,1.7,74581,22,7,92,Store77,Mall77,4,10.6,8.4,2,2,3288,582,3,Glaze,FineDining,MCLAREN LAPEER REGION,Children's hospital
Snowloch Apartment,612 palatine,Evangelina Rieffel,(304) 457-4060,e.rieffel@abc.com,3,76887,13,2,185,Store397,Mall397,10,5.9,1.3,2,2,1726,552,2,Darcys Dogs & Shrimp Shack,Tavern,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,Geriatric
Summerholt Residency,9704 ashland,Etienne Wheatley,(863) 951-6639,e.wheatley@abc.com,2.9,75382,28,5,126,Store105,Mall105,10.9,8.7,1.5,1,1,1877,445,3,Chuys,FineDining,FOREST HEALTH MEDICAL CENTER,Psychiatric
Bymere Heights,1564 edmaire,Zorina Ilacqua,(331) 904-7551,z.ilacqua@abc.com,1.7,76594,29,4,187,Store496,Mall496,8.9,1.6,4.4,1,1,1922,903,4,Blue Bayou,Bar,MIDMICHIGAN MEDICAL CENTER-CLARE,Trauma centre
Faybourne Tower,1112 dan ryan ib franklin ext,Gabbey Howland,(708) 342-0000,g.howland@abc.com,5,77383,24,2,171,Store967,Mall967,5.8,1.1,10.1,2,2,2437,464,2,Recovery Sports Grill Amsterdam,Bar,MCLAREN OAKLAND,Rehabilitation
Starrybeech Apartment,5829 warner,Lonni Dangerfield,(410) 228-8008,l.dangerfield@abc.com,1.8,72144,12,3,135,Store147,Mall147,7.2,4.2,10.7,1,1,4136,1981,4,Coffee Beaner,Bar,MCLAREN LAPEER REGION,Children's hospital
Lormere Residency,5770 levee,Alyce Vinson,(619) 238-0524,a.vinson@abc.com,2.4,73329,15,6,123,Store192,Mall192,1.6,10.6,8.3,2,2,2957,2033,2,Restaurant Depot,Hotel,SPARROW CARSON HOSPITAL,Geriatric
Esterton Heights,6921 merrion,Diena Hayford,(408) 531-5727,d.hayford@abc.com,4.2,74159,25,12,175,Store462,Mall462,6.7,10.9,5.8,1,1,1702,1619,4,Udderly Delicious,Hotel,FOREST HEALTH MEDICAL CENTER,Psychiatric
Dellgate Tower,6413 pierce,Joannes Darosa,(856) 757-5095,j.darosa@abc.com,5,73682,8,10,145,Store874,Mall874,4.8,8.1,7.8,2,3,2949,932,2,Childrens House,Icecream,HENRY FORD WYANDOTTE HOSPITAL,Trauma centre
Whitefay Apartment,2893 beaubien,Madalena Benabou,(440) 620-2627,m.benabou@abc.com,2.3,73416,18,2,64,Store742,Mall742,6.7,5.6,1.2,2,3,3739,1772,4,Ralphs Famous Italian Ices,Icecream,MIDMICHIGAN MEDICAL CENTER-MIDLAND,Rehabilitation
Bushhall Residency,8550 watkins,Lari Gomez-yafal,(443) 469-4851,l.gomez-yafal@abc.com,3.1,77781,30,8,73,Store824,Mall824,3.6,7.9,6.3,2,2,2965,947,4,Ralphs Ices,Icecream,SOUTHEAST MICHIGAN SURGICAL HOSPITAL,Children's hospital
